covariate,Hazard Ratio,95% CI Lower,95% CI Upper,p-value
weapon_Shotgun,4.796080909363664,2.5715370996535127,8.944997173971133,8.224043153463875e-07
zone_Triple_Conn_Side,2.096739935483533,1.5336338660975235,2.8666022929177606,3.4843869512053583e-06
zone_Mid_Window,1.8513637435740313,1.232263887047292,2.7815046330972364,0.0030213971124281227
zone_A_Sandwich,1.8120752059465597,1.2384872726939253,2.651312310108629,0.002202440268472512
zone_Before_A_Main,1.8028435132088756,1.1544457559445054,2.815415723417984,0.009556673146923985
zone_CT_Side_Triple,1.704721945199719,1.2059467882944217,2.4097886728116733,0.002524978399146429
weapon_Pistol,1.608496157203082,1.3985494268179355,1.8499595639059914,2.7282595086262967e-11
zone_Bench,1.5726637824437313,1.1486212200696613,2.153252377193785,0.004738622247478712
zone_Stairs_Platform,1.526873271112832,0.8271755791866214,2.818436671366986,0.17596985131831075
weapon_SMG,1.4731041253183204,1.090003033033373,1.9908529593636577,0.01170975722481337
zone_Reverse_Ticket,1.3982447427989853,1.0298582069359385,1.8984053800783227,0.031671282801531316
weapon_Rifle,1.329366614985546,1.1716969869332934,1.5082530865454375,9.875838046116252e-06
zone_A_Triple,1.302224512007841,0.9720443334372061,1.7445589890716722,0.0767395594021368
zone_Top_Stairs,1.2945332133864558,0.9852256308730094,1.7009466542965603,0.06386576497534276
zone_Kitchen,1.2724914923196031,0.5802155550585677,2.7907466180604605,0.5475677288024641
zone_Cat,1.2692453688871101,0.5683030678295401,2.834726570444247,0.5608607845901488
zone_Blue_Door,1.2278159599333385,0.9258205093200225,1.6283199781070377,0.15419545136775914
zone_Ticket,1.2205492562832916,0.9783367585964967,1.5227277048762327,0.0774114334671011
zone_A_Tetris,1.219412105917739,0.4253986170974396,3.4954647812551265,0.7119841532018103
zone_A_Ramp_Room,1.1872622292698058,0.6542809444168679,2.154413349615457,0.5723452847142096
zone_Under_Balcony,1.161914675834826,0.6554520096738838,2.059717102083577,0.6074161579951813
zone_Heaven,1.160439995227959,0.37315001170960677,3.608792550628765,0.7971409217085825
zone_A_Ropz,1.1395355855471196,0.8825722373761867,1.4713145233172884,0.3164087036537494
zone_Cubby_A_Ramp,1.1164325095633976,0.43965302000239515,2.835011910991162,0.8168175850077037
zone_CT_Bottom_Ramp,1.1140347003583666,0.8951756991939467,1.3864019261470901,0.3332070717911859
zone_Outside_A_Main,1.1001999638689626,0.585728082981444,2.066556130168704,0.7665458554116655
zone_CT_Spawn,1.0886769675743677,0.7130559196401414,1.6621663281682957,0.6939295633763777
zone_Backsite,1.0553240159149953,0.44921272103539683,2.4792458592890023,0.9016577082359956
zone_CT,1.048154335419949,0.8340380347810598,1.317239100670069,0.6866572506006599
zone_A_Firebox,1.0393283912274154,0.5091350217446261,2.1216444728353023,0.9156249358748276
zone_Connector_Box_Cubby,1.0351135826138966,0.7645305815346598,1.4014614389407547,0.8233540392443547
zone_Connector_Jungle_Cubby,1.00553254302085,0.7289433300994044,1.3870703706639258,0.9731828204502367
zone_Bottom_Stairs,0.97831908796962,0.7189627723776845,1.331234765772994,0.8890767114114505
zone_Market_Door,0.977357459652725,0.6799782923543852,1.4047913215455865,0.9015279713549178
has_kit,0.9684133421486703,0.8548726948838548,1.0970339874745594,0.6139486681615944
has_helmet,0.9279294842808816,0.8135986736210474,1.058326612020558,0.26486773780366624
zone_Trashcan_CT,0.9225184476883475,0.7267788900258559,1.170975516769676,0.5074611293188688
zone_A_Entry,0.9214437666889841,0.4278717129280935,1.9843766005458572,0.8344239836352727
armor_norm,0.8938524681671898,0.8480380997661603,0.9421419097430731,2.913864282898237e-05
zone_Connector_Window_Cubby,0.8783835509615381,0.6055378047500614,1.2741692699405698,0.49443815799970425
zone_Window_Room,0.8600383528773115,0.6476089287202631,1.1421491205835739,0.29755049621053087
zone_Bottom_Connector,0.823162711807772,0.5774926260078036,1.1733428611806533,0.2819087316420718
zone_Death_Hole_Shelf_Alt,0.8111871560270147,0.48796612575880016,1.3485046755652368,0.41969465769862335
zone_Open_Arches,0.8100580016710598,0.2784290175478098,2.3567729105628645,0.6990532991625661
health_norm,0.802112710761204,0.7630835064636498,0.8431381301193609,4.547442009596515e-18
zone_Deep_Jungle_Cubby,0.7924900003453451,0.5513422476005407,1.1391116922031954,0.20898381585007958
zone_Under_Mid_Ramp,0.7338747795682055,0.37770018842046177,1.4259251347969548,0.3612449923402026
zone_CT_Cubby,0.6912581761413675,0.36885126089703685,1.2954757560546233,0.24925128105295113
zone_B_Short,0.6906640153334422,0.47589781712112883,1.0023512714602338,0.05146220978430754
zone_Under_Balcony_B,0.679839022710718,0.2610672360872389,1.7703527402642765,0.4293709952108963
zone_Under_Window,0.67353215008568,0.4169220884188823,1.0880823295293018,0.10630918135552812
zone_Jungle_Cubby,0.6621089095672238,0.4544984171236522,0.9645538721623951,0.03171619331196608
zone_B_Ladder_Room,0.6335738586847358,0.31951140069049955,1.2563427581650026,0.19134420575204247
zone_Top_Cat_Walk,0.6125442739307859,0.29621362166887444,1.2666888356161647,0.1860953914359747
zone_Market_Counter,0.6115491771740675,0.4181574291064781,0.894381804722276,0.011229252581184165
zone_CT_Pots,0.5784582302938137,0.37973015602352905,0.8811887043648893,0.010805099695522652
zone_Underpass_Close,0.5482613426933475,0.22117925225836474,1.3590356998801376,0.19442061371540603
zone_Lower_Mid,0.5451927296503356,0.2602473868927581,1.1421252524855035,0.10788892053491747
zone_Connector_Pots_Cubby,0.5302720198483868,0.3313984724885507,0.8484903775282263,0.008169022165795183
weapon_None,0.521916030127399,0.4323860437458563,0.6299841228549239,1.2675642371388131e-11
zone_Market_Window,0.48832577290348705,0.25789890165994367,0.9246338737658357,0.027769672572306153
zone_Outer_Market_Exit,0.47335346996196165,0.18874324090504924,1.1871339415950213,0.11086996022429471
zone_Bench_Mid,0.43901212192201605,0.23087396600957952,0.8347915814227153,0.012050072652058109
zone_Market,0.43312656122874404,0.18007998883877818,1.0417516085576284,0.06167623124015516
zone_Connector_Mid_Cubby,0.42719170780187565,0.20764165205441032,0.8788831788280262,0.020848654387761834
zone_B_Apps_Balcony_Corner,0.3150458547386933,0.18989851425410412,0.5226680734069447,7.75074307310026e-06
zone_Empty_B_Alt,0.29380004714030694,0.2383834500256703,0.36209924678223837,1.5614555264218886e-30
zone_Arches,0.2854609934979037,0.15853118652669626,0.5140186016023279,2.9452142330683716e-05
zone_Market_Cubby,0.28247751615973504,0.21444997866072696,0.3720846587819515,2.4114916217020113e-19
zone_Get_Right,0.2154456475849083,0.14875645192708173,0.3120323620385445,4.559023649292421e-16
zone_Market_Exit,0.19248637136354593,0.1406382153036205,0.26344904250040707,7.783257651764922e-25
