covariate,Hazard Ratio,95% CI Lower,95% CI Upper,p-value
zone_Underpass_Stairs_First,2.898939912294263,1.21590143087765,6.911623262937264,0.01635307861358978
active_in_molly,2.6642551604036986,1.488625848298134,4.768327493340782,0.0009681381447194695
zone_Stairs_Platform,2.4545283433732563,1.2926557070451943,4.66072238383892,0.006058939842070134
zone_Blue_Door,2.197430025100598,1.4418337447828449,3.3489982688266644,0.00025027696485074754
zone_Market_Counter,2.061524071143736,1.1736292586585195,3.6211448074860875,0.011836557715647702
zone_Backsite,1.967047203699165,0.7756769372432916,4.988255439605914,0.15417466944608738
zone_Cat,1.8383748103664501,0.5457687857132173,6.192406073523151,0.3257734746600871
zone_A_Entry_x_advantage,1.818924834510371,0.863076061136769,3.833367303967309,0.11575877330708095
zone_Market_Window,1.7533776003710548,0.7866716375028379,3.908025741517684,0.16968932518175356
zone_Connector_Window_Cubby,1.7362878865139548,1.026324544684111,2.937370679157809,0.03970277590019303
zone_CT_Bottom_Ramp,1.7181304445655967,1.3894196217504842,2.1246081301371595,5.867353344241035e-07
zone_Reverse_Ticket,1.6709548322851921,1.168487851594695,2.3894900128629724,0.00490522297608438
zone_Arches_x_advantage,1.6259440040215394,0.782265189840798,3.379536682121347,0.19286605648954475
zone_CT_Side_Triple,1.5861991687264518,1.1680463512100994,2.1540479110797914,0.003128110546491085
zone_CT_Pots,1.5764802791256711,0.8090666169958965,3.071799056176803,0.18107865274937912
zone_Top_Stairs,1.5297898131921817,1.0367613036414416,2.2572764476517686,0.0322057178467794
zone_Kitchen,1.5109699566496235,0.4903118714262393,4.6562817319857945,0.4722673771661958
zone_Market_Door,1.5029651741279577,1.046661121043669,2.1582002705794934,0.027314374916194484
zone_Get_Right,1.4475557493717657,0.4201284452152451,4.987564330393543,0.5578642352443459
zone_Outside_Apps,1.440652611896925,0.4326581553504479,4.797043399041717,0.5519280427343086
zone_Lower_Mid_Alt,1.4211221972049926,0.5322929928973297,3.794129034830804,0.483026289682407
zone_Heaven,1.4060897854498835,1.0008388082073474,1.9754314766108656,0.049437654398989464
zone_Triple_Conn_Side,1.3140442154848706,1.0631360991958547,1.624168534541642,0.011527689548094812
weapon_SMG,1.3124202569711285,1.0227094995515542,1.6841996008284223,0.032644962673184875
zone_Trashcan_CT,1.2965473536932495,1.046886743804507,1.6057468014733791,0.0173196675410519
